Airline Name,Review Date,Type Of Traveller,Seat Type,Date Flown,Recommended,Verified,Overall_Rating,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money
Edelweiss Air,24th August 2009,,Economy Class,,yes,FALSE,1,,,,,,,4
Edelweiss Air,22nd July 2009,,Business Class,,yes,FALSE,1,,,,,,,4
Edelweiss Air,23rd February 2009,,,,no,FALSE,7,,,,,,,
Edelweiss Air,4th February 2009,,,,no,FALSE,5,,,,,,,
Edelweiss Air,13th January 2009,,,,no,FALSE,5,,,,,,,
Edelweiss Air,18th February 2006,,,,no,FALSE,n,,,,,,,
Edelweiss Air,18th February 2006,,,,no,FALSE,n,,,,,,,
Edelweiss Air,28th June 2005,,,,no,FALSE,n,,,,,,,
Edelweiss Air,28th June 2005,,,,no,FALSE,n,,,,,,,
Edelweiss Air,30th May 2004,,,,no,FALSE,n,,,,,,,
Edelweiss Air,30th May 2004,,,,no,FALSE,n,,,,,,,
Edelweiss Air,10th September 2003,,,,no,FALSE,n,,,,,,,
Edelweiss Air,10th September 2003,,,,no,FALSE,n,,,,,,,
Edelweiss Air,28th August 2003,,,,no,FALSE,n,,,,,,,
Edelweiss Air,28th August 2003,,,,no,FALSE,n,,,,,,,
Egyptair,21st July 2023,Family Leisure,Economy Class,May 2023,no,TRUE,1,3,1,2,3,3,1,1
Egyptair,19th July 2023,Couple Leisure,Economy Class,July 2023,yes,TRUE,9,5,5,4,3,,,5
Egyptair,8th July 2023,Family Leisure,Economy Class,April 2023,yes,TRUE,8,4,4,4,4,3,,4
Egyptair,19th June 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,1,1,2,1,3,1,,1
Egyptair,19th June 2023,Solo Leisure,Economy Class,January 2023,no,TRUE,1,3,2,4,1,3,,1
Egyptair,31st May 2023,Couple Leisure,Economy Class,May 2023,no,TRUE,1,1,1,1,1,1,1,1
Egyptair,24th May 2023,Solo Leisure,Economy Class,May 2023,no,FALSE,2,2,2,2,1,1,1,2
Egyptair,17th May 2023,Solo Leisure,Economy Class,May 2023,no,TRUE,1,1,1,1,1,1,,1
Egyptair,8th May 2023,Family Leisure,Economy Class,May 2023,no,TRUE,1,3,2,2,1,2,,1
Egyptair,6th May 2023,Business,Economy Class,May 2023,no,TRUE,1,2,2,2,1,,,1
Egyptair,29th April 2023,Business,Economy Class,April 2023,no,TRUE,1,1,3,2,1,1,1,1
Egyptair,24th April 2023,Solo Leisure,Economy Class,April 2023,no,TRUE,1,1,2,3,1,2,,2
Egyptair,20th April 2023,Solo Leisure,Economy Class,April 2023,yes,TRUE,1,5,5,5,5,5,5,5
Egyptair,2nd April 2023,Solo Leisure,Business Class,April 2023,yes,TRUE,8,3,5,5,3,2,1,5
Egyptair,1st April 2023,Solo Leisure,Economy Class,February 2023,no,TRUE,1,1,1,1,1,1,1,1
Egyptair,23rd March 2023,Family Leisure,Economy Class,November 2022,no,TRUE,1,1,1,1,1,,,1
Egyptair,6th March 2023,Couple Leisure,Business Class,March 2023,no,TRUE,5,4,3,1,2,1,,2
Egyptair,4th March 2023,Solo Leisure,Economy Class,March 2023,no,TRUE,1,1,1,,1,,,1
Egyptair,28th February 2023,Couple Leisure,Economy Class,July 2022,no,TRUE,1,1,2,1,1,,,1
Egyptair,27th February 2023,Couple Leisure,Economy Class,February 2023,yes,FALSE,7,4,4,3,5,5,,4
Egyptair,25th February 2023,Couple Leisure,Business Class,February 2023,no,TRUE,1,1,1,1,1,,,1
Egyptair,20th February 2023,Family Leisure,Economy Class,February 2023,no,TRUE,1,1,1,,1,,,1
Egyptair,17th February 2023,Couple Leisure,Business Class,February 2023,no,TRUE,3,1,2,2,4,1,,2
Egyptair,27th January 2023,Solo Leisure,Economy Class,November 2021,no,TRUE,1,,,,,,,1
Egyptair,19th January 2023,Solo Leisure,Economy Class,January 2023,no,TRUE,5,5,4,1,1,,,3
Egyptair,15th January 2023,Couple Leisure,Business Class,January 2023,no,TRUE,1,1,2,1,1,,,1
Egyptair,15th January 2023,Couple Leisure,Economy Class,January 2023,no,TRUE,1,2,2,1,1,,,2
Egyptair,8th January 2023,Family Leisure,Economy Class,January 2023,no,TRUE,1,1,2,1,1,,,2
Egyptair,31st December 2022,Solo Leisure,Economy Class,December 2022,no,TRUE,2,3,1,4,1,1,,1
Egyptair,25th December 2022,Solo Leisure,Economy Class,December 2022,no,TRUE,1,3,1,2,1,,,1
Egyptair,22nd December 2022,Couple Leisure,Economy Class,December 2022,yes,FALSE,1,5,5,5,5,5,,5
Egyptair,16th December 2022,Family Leisure,Economy Class,December 2022,no,TRUE,1,1,1,,1,,,1
Egyptair,7th December 2022,Couple Leisure,Economy Class,December 2022,no,FALSE,1,3,1,1,2,2,,2
Egyptair,3rd December 2022,Couple Leisure,Economy Class,December 2022,no,FALSE,1,1,4,,1,1,1,1
Egyptair,28th November 2022,Solo Leisure,Economy Class,July 2022,yes,TRUE,1,5,5,5,5,5,,5
Egyptair,7th November 2022,Solo Leisure,Economy Class,October 2022,no,FALSE,1,1,1,1,1,1,1,1
Egyptair,4th November 2022,Couple Leisure,Economy Class,November 2022,no,FALSE,1,1,2,2,1,,,1
Egyptair,1st November 2022,Couple Leisure,Economy Class,October 2022,no,TRUE,1,2,2,1,1,1,1,2
Egyptair,4th October 2022,Solo Leisure,Business Class,October 2022,no,TRUE,3,2,4,3,1,3,3,1
Egyptair,27th September 2022,Solo Leisure,Economy Class,September 2022,no,TRUE,1,1,1,1,1,1,,1
Egyptair,23rd September 2022,Solo Leisure,Economy Class,September 2022,no,TRUE,1,1,3,1,2,3,1,1
Egyptair,13th September 2022,Family Leisure,Economy Class,July 2022,no,FALSE,1,3,1,1,2,1,,3
Egyptair,4th September 2022,Solo Leisure,Economy Class,September 2022,no,TRUE,1,1,1,,1,,,1
Egyptair,2nd September 2022,Family Leisure,Economy Class,August 2022,no,TRUE,1,1,1,,1,,,1
Egyptair,21st August 2022,Solo Leisure,Economy Class,August 2022,no,FALSE,1,2,1,2,1,2,,1
Egyptair,30th July 2022,Couple Leisure,Economy Class,March 2022,no,FALSE,1,1,1,,1,,,1
Egyptair,18th July 2022,Couple Leisure,Economy Class,July 2022,no,FALSE,2,4,1,,1,,,3
Egyptair,15th July 2022,Solo Leisure,Economy Class,July 2022,no,TRUE,4,3,2,1,2,1,,2
Egyptair,7th July 2022,Solo Leisure,Economy Class,July 2022,no,TRUE,1,3,3,,1,,,1
Egyptair,7th July 2022,Solo Leisure,Economy Class,May 2022,no,TRUE,1,,,,,,,1
Egyptair,25th June 2022,Business,Economy Class,June 2022,no,TRUE,1,1,1,1,1,2,,1
Egyptair,2nd June 2022,Couple Leisure,Economy Class,May 2022,no,FALSE,3,3,2,1,5,1,,2
Egyptair,1st June 2022,Couple Leisure,Economy Class,June 2022,no,TRUE,1,1,1,1,1,,,1
Egyptair,31st May 2022,Solo Leisure,Economy Class,May 2022,yes,FALSE,9,5,5,5,5,4,,4
Egyptair,12th May 2022,Family Leisure,Economy Class,May 2022,no,TRUE,3,2,2,3,1,,,2
Egyptair,5th May 2022,Family Leisure,Business Class,May 2022,no,TRUE,1,3,1,1,1,2,,1
Egyptair,4th May 2022,Family Leisure,Economy Class,May 2022,no,TRUE,1,1,,,1,,,1
Egyptair,30th April 2022,Family Leisure,Economy Class,April 2022,no,TRUE,1,2,1,2,1,2,1,1
Egyptair,28th April 2022,Family Leisure,Economy Class,March 2022,yes,FALSE,1,4,5,5,5,1,,5
Egyptair,16th April 2022,Couple Leisure,Economy Class,April 2022,no,TRUE,2,1,1,3,1,,,1
Egyptair,31st March 2022,Couple Leisure,Economy Class,March 2022,yes,TRUE,1,5,5,4,5,5,5,5
Egyptair,17th March 2022,Couple Leisure,Economy Class,March 2022,yes,TRUE,8,4,3,4,1,5,,4
Egyptair,13th March 2022,Family Leisure,Economy Class,March 2022,no,TRUE,1,3,1,5,1,1,,1
Egyptair,5th March 2022,Family Leisure,Economy Class,March 2022,no,TRUE,2,2,3,3,1,2,1,1
Egyptair,15th February 2022,Solo Leisure,Business Class,April 2021,no,TRUE,1,2,1,1,1,1,,2
Egyptair,14th February 2022,Solo Leisure,Economy Class,February 2022,yes,TRUE,1,1,1,1,3,1,1,1
Egyptair,19th January 2022,Solo Leisure,Economy Class,January 2022,no,TRUE,2,1,1,1,1,,,1
Egyptair,17th November 2021,Solo Leisure,Business Class,November 2021,yes,TRUE,6,3,4,3,4,1,,4
Egyptair,4th November 2021,Family Leisure,Economy Class,October 2021,no,TRUE,3,4,1,1,3,3,,3
Egyptair,27th October 2021,Solo Leisure,Economy Class,June 2021,no,TRUE,1,1,1,4,1,4,1,1
Egyptair,6th August 2021,Solo Leisure,Business Class,July 2021,yes,TRUE,8,4,5,5,3,,,5
Egyptair,10th June 2021,Solo Leisure,Economy Class,June 2021,no,TRUE,1,1,1,,1,,,1
Egyptair,16th May 2021,Solo Leisure,Business Class,May 2021,no,TRUE,4,1,2,,1,,1,1
Egyptair,16th May 2021,Family Leisure,Economy Class,May 2021,no,TRUE,1,1,,,1,,,1
Egyptair,1st April 2021,Solo Leisure,Premium Economy,March 2021,no,FALSE,1,1,1,,1,,,4
Egyptair,25th March 2021,Couple Leisure,Premium Economy,March 2021,no,FALSE,1,1,1,1,1,,1,1
Egyptair,24th March 2021,Business,Economy Class,March 2021,no,FALSE,1,1,1,1,1,1,1,1
Egyptair,12th February 2021,Solo Leisure,Economy Class,January 2021,no,TRUE,1,1,1,1,1,1,1,1
Egyptair,9th February 2021,Couple Leisure,Economy Class,February 2021,no,TRUE,4,3,4,1,1,,,3
Egyptair,10th January 2021,Solo Leisure,Economy Class,January 2021,yes,TRUE,7,4,4,3,4,4,,4
Egyptair,8th January 2021,Solo Leisure,Business Class,January 2021,no,TRUE,1,3,1,1,1,2,3,1
Egyptair,2nd January 2021,Solo Leisure,Economy Class,December 2020,no,TRUE,1,2,1,1,1,1,,1
Egyptair,30th December 2020,Family Leisure,Economy Class,December 2020,no,TRUE,1,1,1,1,1,,,1
Egyptair,21st December 2020,Couple Leisure,Economy Class,April 2020,no,TRUE,1,,,,,,,1
Egyptair,30th October 2020,Family Leisure,Economy Class,October 2020,no,TRUE,1,3,2,4,1,3,,1
Egyptair,2nd October 2020,Couple Leisure,Economy Class,February 2020,no,TRUE,1,1,2,4,1,,,1
Egyptair,20th June 2020,Solo Leisure,Economy Class,July 2020,no,TRUE,1,,,,,,,2
Egyptair,16th April 2020,Solo Leisure,Economy Class,March 2020,yes,TRUE,6,,,,1,,,4
Egyptair,21st March 2020,Solo Leisure,Business Class,March 2020,yes,TRUE,9,5,5,3,4,5,,5
Egyptair,20th March 2020,Couple Leisure,Economy Class,March 2020,no,FALSE,4,3,5,4,1,,,1
Egyptair,1st March 2020,Couple Leisure,Economy Class,February 2020,no,TRUE,1,3,2,3,1,3,,2
Egyptair,28th February 2020,Couple Leisure,Economy Class,January 2020,yes,TRUE,7,4,4,3,3,3,,4
Egyptair,28th February 2020,Couple Leisure,Economy Class,January 2020,yes,TRUE,7,3,4,3,4,3,,4
Egyptair,12th February 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,2,2,2,2,3,1,,1
Egyptair,31st January 2020,Couple Leisure,Economy Class,January 2020,yes,FALSE,8,5,5,5,5,3,,5
Egyptair,31st January 2020,Business,Business Class,January 2020,no,TRUE,2,1,3,1,3,1,,2
Egyptair,28th January 2020,Business,Business Class,January 2020,yes,TRUE,8,4,4,4,4,3,,5
Egyptair,27th January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,1,4,4,2,1,,,3
Egyptair,15th January 2020,Family Leisure,Economy Class,January 2020,no,TRUE,1,3,3,3,1,,,1
Egyptair,12th January 2020,Family Leisure,Economy Class,January 2020,no,TRUE,3,3,3,3,1,,,1
El Al Israel Airlines,10th July 2023,Family Leisure,Economy Class,July 2023,yes,FALSE,9,2,4,5,4,5,4,4
El Al Israel Airlines,16th June 2023,Couple Leisure,Economy Class,May 2023,no,TRUE,4,1,4,1,2,1,1,3
El Al Israel Airlines,2nd June 2023,Family Leisure,Economy Class,June 2023,no,TRUE,2,2,1,1,2,1,1,1
El Al Israel Airlines,19th May 2023,Couple Leisure,Economy Class,May 2023,no,FALSE,3,2,3,1,1,1,1,3
El Al Israel Airlines,3rd May 2023,Couple Leisure,Business Class,February 2023,no,FALSE,1,,,,,,,1
El Al Israel Airlines,14th April 2023,Family Leisure,Economy Class,April 2023,no,TRUE,1,1,1,,1,,,1
El Al Israel Airlines,19th March 2023,Business,Business Class,September 2022,no,FALSE,1,1,1,1,1,1,1,1
El Al Israel Airlines,30th January 2023,Couple Leisure,Business Class,January 2023,no,TRUE,1,1,1,1,1,1,1,1
El Al Israel Airlines,26th December 2022,Solo Leisure,Economy Class,December 2022,no,TRUE,1,1,1,1,1,1,1,1
El Al Israel Airlines,3rd November 2022,Couple Leisure,Economy Class,October 2022,no,TRUE,1,3,3,3,1,3,3,1
El Al Israel Airlines,30th October 2022,Couple Leisure,Economy Class,October 2022,no,TRUE,3,3,3,2,1,5,3,1
El Al Israel Airlines,8th October 2022,Couple Leisure,Economy Class,October 2022,no,FALSE,4,3,3,2,1,3,2,1
El Al Israel Airlines,4th October 2022,Solo Leisure,Economy Class,October 2022,no,TRUE,1,3,5,3,5,3,,1
El Al Israel Airlines,31st August 2022,Couple Leisure,Economy Class,August 2022,yes,TRUE,1,5,5,4,5,5,3,5
El Al Israel Airlines,11th August 2022,Couple Leisure,Economy Class,August 2022,no,FALSE,1,,,,1,,,1
El Al Israel Airlines,28th July 2022,Family Leisure,Economy Class,July 2022,no,TRUE,2,1,3,3,1,3,3,2
El Al Israel Airlines,2nd July 2022,Solo Leisure,Economy Class,June 2022,no,FALSE,1,1,1,1,1,1,1,1
El Al Israel Airlines,29th June 2022,Business,Premium Economy,June 2022,yes,TRUE,1,5,5,5,5,5,5,5
El Al Israel Airlines,3rd June 2022,Solo Leisure,Business Class,June 2022,no,TRUE,1,1,2,,1,1,1,1
El Al Israel Airlines,25th May 2022,Family Leisure,Economy Class,May 2022,no,TRUE,1,1,1,,1,,,1
El Al Israel Airlines,22nd May 2022,Solo Leisure,Economy Class,May 2022,no,FALSE,2,2,3,4,1,2,1,1
El Al Israel Airlines,19th May 2022,Business,Premium Economy,May 2022,yes,TRUE,1,5,5,5,5,5,5,5
El Al Israel Airlines,12th May 2022,Business,Economy Class,May 2022,no,TRUE,1,,,,2,,,1
El Al Israel Airlines,8th May 2022,Business,Economy Class,May 2022,no,FALSE,1,2,1,1,1,2,,1
El Al Israel Airlines,4th April 2022,Business,Economy Class,April 2022,no,TRUE,2,2,1,1,1,,,2
El Al Israel Airlines,30th March 2022,Business,Economy Class,March 2022,no,FALSE,1,1,1,2,1,1,1,1
El Al Israel Airlines,28th March 2022,Solo Leisure,Economy Class,March 2022,no,FALSE,1,1,1,1,2,1,1,1
El Al Israel Airlines,21st March 2022,Business,Premium Economy,March 2022,no,TRUE,1,3,2,2,1,2,2,1
El Al Israel Airlines,12th March 2022,Couple Leisure,Economy Class,March 2022,yes,TRUE,8,3,4,4,3,4,4,4
El Al Israel Airlines,2nd March 2022,Couple Leisure,Economy Class,March 2022,no,TRUE,1,,,,1,,,1
El Al Israel Airlines,19th February 2022,Solo Leisure,Economy Class,February 2022,no,FALSE,1,,,,1,,,1
El Al Israel Airlines,26th October 2021,Solo Leisure,Economy Class,August 2021,no,TRUE,1,,,,1,,,1
El Al Israel Airlines,2nd October 2021,Business,Economy Class,October 2021,no,TRUE,1,1,4,1,2,1,1,1
El Al Israel Airlines,12th August 2021,Solo Leisure,Economy Class,October 2020,no,TRUE,1,,,,,,,1
El Al Israel Airlines,3rd August 2021,Solo Leisure,Economy Class,August 2021,no,TRUE,2,2,3,1,1,4,2,2
El Al Israel Airlines,6th December 2020,Couple Leisure,Economy Class,May 2020,no,TRUE,1,,,,,,,1
El Al Israel Airlines,7th April 2020,Family Leisure,Business Class,March 2020,yes,TRUE,8,5,3,4,5,4,4,4
El Al Israel Airlines,1st April 2020,Business,Economy Class,May 2019,no,FALSE,1,3,1,2,1,,1,1
El Al Israel Airlines,24th March 2020,Solo Leisure,Economy Class,April 2019,no,TRUE,1,2,1,,1,,,1
El Al Israel Airlines,2nd February 2020,Couple Leisure,Economy Class,January 2020,yes,TRUE,9,3,5,4,5,2,,5
El Al Israel Airlines,19th January 2020,Family Leisure,Economy Class,January 2020,yes,TRUE,9,4,5,5,4,,,4
El Al Israel Airlines,29th December 2019,Business,Business Class,December 2019,no,FALSE,1,1,1,2,2,1,,1
El Al Israel Airlines,14th December 2019,Business,Business Class,December 2019,yes,TRUE,8,4,5,2,4,3,3,3
El Al Israel Airlines,24th November 2019,Business,Business Class,November 2019,yes,TRUE,9,4,5,4,4,3,5,4
El Al Israel Airlines,18th November 2019,Family Leisure,Economy Class,November 2019,no,TRUE,5,3,3,2,2,1,,3
El Al Israel Airlines,13th November 2019,Couple Leisure,Economy Class,November 2019,no,TRUE,1,1,1,1,1,1,1,1
El Al Israel Airlines,7th November 2019,Business,Premium Economy,November 2019,yes,TRUE,1,5,5,5,5,5,5,5
El Al Israel Airlines,25th October 2019,Solo Leisure,Economy Class,October 2019,no,TRUE,2,1,3,2,1,2,1,1
El Al Israel Airlines,19th October 2019,Couple Leisure,Business Class,October 2019,yes,TRUE,1,5,5,5,5,5,5,5
El Al Israel Airlines,12th October 2019,Family Leisure,Premium Economy,October 2019,no,TRUE,5,2,4,1,4,1,,2
El Al Israel Airlines,17th September 2019,Solo Leisure,Economy Class,September 2019,no,TRUE,1,2,1,1,1,1,2,1
El Al Israel Airlines,22nd August 2019,Solo Leisure,Economy Class,August 2019,no,FALSE,1,1,3,1,1,1,1,1
El Al Israel Airlines,15th August 2019,Couple Leisure,Economy Class,June 2019,no,TRUE,3,1,1,1,1,1,1,1
El Al Israel Airlines,21st July 2019,Business,Economy Class,July 2019,yes,TRUE,5,4,3,1,3,1,,2
El Al Israel Airlines,18th July 2019,Solo Leisure,Economy Class,June 2019,no,TRUE,2,2,3,3,2,1,1,1
El Al Israel Airlines,11th July 2019,Family Leisure,Economy Class,June 2019,no,TRUE,1,1,1,2,1,1,,1
El Al Israel Airlines,19th June 2019,Family Leisure,Economy Class,May 2019,yes,FALSE,1,5,5,,5,,,5
El Al Israel Airlines,31st May 2019,Business,Economy Class,May 2019,no,TRUE,1,1,1,1,1,,,1
El Al Israel Airlines,30th May 2019,Couple Leisure,Economy Class,May 2019,no,TRUE,1,1,2,1,1,1,1,1
El Al Israel Airlines,16th May 2019,Solo Leisure,Economy Class,May 2019,yes,TRUE,1,5,5,4,5,5,,5
El Al Israel Airlines,15th May 2019,Business,Premium Economy,May 2019,yes,TRUE,1,5,5,5,5,5,,5
El Al Israel Airlines,5th May 2019,Solo Leisure,Economy Class,May 2019,no,TRUE,2,3,3,3,1,,,1
El Al Israel Airlines,28th April 2019,Family Leisure,Business Class,April 2019,yes,TRUE,7,2,5,2,4,,,2
El Al Israel Airlines,23rd April 2019,Solo Leisure,Economy Class,April 2019,no,TRUE,2,1,5,3,1,3,3,3
El Al Israel Airlines,20th April 2019,Couple Leisure,Economy Class,April 2019,yes,TRUE,8,4,5,1,5,1,,5
El Al Israel Airlines,20th April 2019,Business,Economy Class,April 2019,yes,TRUE,1,4,5,4,5,3,4,5
El Al Israel Airlines,17th April 2019,Business,Economy Class,November 2018,no,FALSE,3,3,2,3,2,4,,3
El Al Israel Airlines,12th April 2019,Couple Leisure,Business Class,April 2019,no,TRUE,1,1,1,1,1,1,1,1
El Al Israel Airlines,23rd March 2019,Couple Leisure,Business Class,March 2019,no,TRUE,1,3,2,1,3,,,1
El Al Israel Airlines,16th March 2019,Business,Business Class,March 2019,yes,TRUE,1,5,5,5,4,4,5,5
El Al Israel Airlines,16th February 2019,Business,Economy Class,February 2019,no,TRUE,1,1,1,1,1,1,1,1
El Al Israel Airlines,6th February 2019,Couple Leisure,Economy Class,January 2019,no,FALSE,1,1,1,1,1,5,1,1
El Al Israel Airlines,20th January 2019,Business,Economy Class,January 2019,no,TRUE,1,1,1,1,1,2,1,1
El Al Israel Airlines,17th January 2019,Solo Leisure,Economy Class,January 2019,no,TRUE,1,3,2,3,1,1,,1
El Al Israel Airlines,14th January 2019,Business,Business Class,January 2019,no,TRUE,8,3,5,4,4,1,,4
El Al Israel Airlines,31st December 2018,Business,Business Class,December 2018,yes,TRUE,9,3,5,5,5,3,5,5
El Al Israel Airlines,15th December 2018,Solo Leisure,Economy Class,December 2018,no,TRUE,3,2,2,4,3,3,,3
El Al Israel Airlines,2nd December 2018,Business,Business Class,November 2018,no,TRUE,1,1,1,,1,,,5
El Al Israel Airlines,28th November 2018,Business,Business Class,October 2018,yes,TRUE,1,4,4,5,5,3,,5
El Al Israel Airlines,24th November 2018,Business,First Class,November 2018,yes,TRUE,9,4,5,4,4,4,4,4
El Al Israel Airlines,15th November 2018,Couple Leisure,Economy Class,November 2018,no,TRUE,1,3,3,3,1,3,1,1
El Al Israel Airlines,29th October 2018,Couple Leisure,Economy Class,September 2018,no,TRUE,2,3,4,5,1,5,3,1
El Al Israel Airlines,15th October 2018,Couple Leisure,Business Class,October 2018,yes,TRUE,9,5,5,5,4,4,3,5
El Al Israel Airlines,11th October 2018,Family Leisure,Economy Class,September 2018,no,FALSE,3,4,5,3,1,4,4,4
El Al Israel Airlines,29th September 2018,Family Leisure,Economy Class,September 2018,yes,TRUE,9,5,5,4,4,5,5,5
El Al Israel Airlines,3rd September 2018,Family Leisure,Economy Class,September 2018,no,TRUE,1,3,1,,1,1,1,2
El Al Israel Airlines,1st September 2018,Family Leisure,Business Class,August 2018,yes,TRUE,8,3,5,4,4,3,,4
El Al Israel Airlines,25th August 2018,Family Leisure,Economy Class,August 2018,no,TRUE,1,3,2,2,2,1,,1
El Al Israel Airlines,18th August 2018,Solo Leisure,Economy Class,August 2018,yes,FALSE,8,4,4,4,3,5,3,4
El Al Israel Airlines,2nd August 2018,Couple Leisure,Economy Class,August 2018,no,TRUE,1,1,1,1,1,1,1,1
El Al Israel Airlines,15th July 2018,Business,Business Class,July 2018,yes,TRUE,8,3,5,4,4,3,,4
El Al Israel Airlines,15th July 2018,Business,Business Class,July 2018,yes,TRUE,9,4,5,4,4,2,,4
El Al Israel Airlines,3rd June 2018,Family Leisure,Business Class,December 2017,no,TRUE,1,1,2,2,2,1,1,1
El Al Israel Airlines,8th March 2018,Business,Business Class,March 2018,yes,TRUE,1,5,5,5,4,3,,4
El Al Israel Airlines,6th March 2018,Business,Premium Economy,March 2018,no,TRUE,3,2,3,2,2,1,2,1
El Al Israel Airlines,10th February 2018,Business,Business Class,February 2018,yes,TRUE,8,3,5,4,2,3,,3
El Al Israel Airlines,28th January 2018,Business,Business Class,January 2018,yes,TRUE,9,3,5,4,5,4,,5
El Al Israel Airlines,17th January 2018,Business,Business Class,January 2018,no,TRUE,1,4,5,4,1,3,,2
El Al Israel Airlines,1st January 2018,Couple Leisure,Economy Class,December 2017,no,TRUE,1,1,1,1,1,1,,1
El Al Israel Airlines,26th December 2017,Business,Premium Economy,October 2017,yes,TRUE,9,1,1,,1,,,1
Ellinair,28th July 2021,Family Leisure,Economy Class,June 2021,no,TRUE,1,1,1,,1,,,1
Ellinair,14th June 2019,Solo Leisure,Economy Class,May 2019,yes,FALSE,1,5,5,4,5,,,5
Ellinair,23rd November 2018,Couple Leisure,Economy Class,November 2018,no,TRUE,2,3,3,,1,,,1
Ellinair,9th October 2018,Solo Leisure,Economy Class,October 2018,yes,TRUE,1,5,5,5,4,,,5
Ellinair,19th July 2018,Solo Leisure,Economy Class,March 2018,yes,TRUE,9,4,5,5,4,3,1,5
Ellinair,4th September 2017,Solo Leisure,Economy Class,August 2017,yes,FALSE,1,5,5,5,5,,,5
Ellinair,26th June 2017,Solo Leisure,Economy Class,June 2017,no,FALSE,6,1,4,2,4,,,3
Ellinair,23rd April 2017,Couple Leisure,Economy Class,March 2017,yes,FALSE,1,5,5,5,5,,,5
Ellinair,18th April 2017,Solo Leisure,Economy Class,April 2017,no,FALSE,3,1,4,,4,1,,1
Ellinair,1st September 2016,Family Leisure,Economy Class,August 2016,yes,FALSE,9,4,5,,4,,,5
Ellinair,22nd August 2016,Solo Leisure,Economy Class,August 2016,yes,FALSE,9,4,4,4,4,4,,5
Ellinair,18th July 2016,Solo Leisure,Economy Class,July 2016,yes,FALSE,8,3,5,4,3,,,3
Ellinair,24th August 2015,Couple Leisure,Economy Class,August 2015,yes,FALSE,9,5,5,4,4,,,5
Ellinair,6th August 2015,Solo Leisure,Economy Class,July 2015,yes,FALSE,9,5,5,4,4,,,5
Emirates,16th July 2023,Family Leisure,Economy Class,November 2022,no,TRUE,1,1,1,1,1,1,1,1
Emirates,16th July 2023,Solo Leisure,Economy Class,May 2023,yes,TRUE,5,4,1,1,4,5,,4
Emirates,6th July 2023,Family Leisure,Business Class,July 2023,yes,TRUE,8,4,5,5,4,5,,4
Emirates,6th July 2023,Solo Leisure,Economy Class,July 2023,no,TRUE,5,5,5,2,2,5,1,2
Emirates,4th July 2023,Solo Leisure,Economy Class,May 2023,no,TRUE,1,3,1,1,1,4,3,1
Emirates,4th July 2023,Family Leisure,Business Class,June 2023,yes,TRUE,6,4,3,3,5,5,,4
Emirates,29th June 2023,Family Leisure,Economy Class,June 2023,no,TRUE,1,1,1,4,1,1,1,1
Emirates,29th June 2023,Solo Leisure,Economy Class,June 2023,yes,TRUE,7,3,3,3,2,5,,3
Emirates,26th June 2023,Family Leisure,Economy Class,June 2023,yes,TRUE,2,3,2,1,3,3,,2
Emirates,25th June 2023,Solo Leisure,Economy Class,June 2023,yes,TRUE,9,4,5,4,3,4,1,4
Emirates,24th June 2023,Family Leisure,Economy Class,June 2023,no,TRUE,1,1,1,2,1,2,2,1
Emirates,24th June 2023,Business,Economy Class,June 2023,yes,TRUE,9,3,5,5,5,5,5,3
Emirates,17th June 2023,Business,Business Class,May 2023,no,TRUE,4,4,2,2,3,4,3,2
Emirates,13th June 2023,Couple Leisure,Economy Class,June 2023,no,FALSE,1,,,,,,,1
Emirates,10th June 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,1,2,2,2,1,3,1,1
Emirates,6th June 2023,Couple Leisure,Economy Class,June 2023,yes,TRUE,1,5,5,5,5,5,,5
Emirates,6th June 2023,Solo Leisure,Economy Class,June 2023,yes,TRUE,1,4,5,5,4,5,5,4
Emirates,31st May 2023,Couple Leisure,Economy Class,May 2023,no,TRUE,1,1,1,1,3,1,1,1
Emirates,29th May 2023,Business,Economy Class,May 2023,yes,TRUE,7,3,5,4,4,5,4,4
Emirates,27th May 2023,Business,First Class,May 2023,yes,TRUE,1,5,5,5,5,5,5,5
Emirates,25th May 2023,Solo Leisure,Economy Class,May 2023,no,TRUE,1,,,,,,,1
Emirates,20th May 2023,Family Leisure,Economy Class,May 2023,yes,TRUE,1,5,5,4,5,1,,5
Emirates,19th May 2023,Couple Leisure,Economy Class,May 2023,yes,TRUE,8,4,5,4,4,4,,4
Emirates,18th May 2023,Solo Leisure,Economy Class,May 2023,no,TRUE,1,1,3,1,1,4,1,1
Emirates,17th May 2023,Family Leisure,Economy Class,April 2023,no,FALSE,1,1,1,1,1,1,1,1
Emirates,15th May 2023,Business,Economy Class,May 2023,no,FALSE,5,3,2,2,1,2,5,2
Emirates,13th May 2023,Couple Leisure,Economy Class,May 2023,no,TRUE,1,1,1,1,3,1,1,2
Emirates,13th May 2023,Family Leisure,Economy Class,December 2022,no,FALSE,1,1,1,1,1,1,1,1
Emirates,11th May 2023,Solo Leisure,Premium Economy,April 2023,yes,TRUE,1,5,5,4,4,4,,5
