Index,Airline Name,Overall_Rating,Review Date,Verified,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
15146,Nordica,1,6th January 2021,FALSE,Business,Economy Class,June 2020,1,3,1,1,1,1,1,no
15147,Nordica,7,6th December 2017,TRUE,Solo Leisure,Economy Class,September 2017,5,4,2,5,,,3,yes
15148,Nordica,1,16th February 2017,FALSE,Business,Economy Class,February 2017,4,5,,5,,,5,yes
15149,NordStar,7,23rd October 2019,TRUE,Solo Leisure,Economy Class,September 2019,3,3,3,5,,,5,yes
15150,Nordwind Airlines,1,20th July 2021,TRUE,Couple Leisure,Economy Class,July 2021,5,5,,5,,,5,yes
15151,Nordwind Airlines,7,12th September 2018,TRUE,Solo Leisure,Economy Class,August 2018,3,2,1,5,,,4,yes
15152,Norse Atlantic Airways,3,26th July 2023,TRUE,Solo Leisure,Economy Class,July 2023,3,2,1,2,3,1,1,no
15153,Norse Atlantic Airways,2,25th July 2023,TRUE,Solo Leisure,Economy Class,July 2023,1,1,1,1,1,,1,no
15154,Norse Atlantic Airways,2,23rd July 2023,FALSE,Solo Leisure,Economy Class,July 2023,3,3,1,2,3,3,2,no
15155,Norse Atlantic Airways,1,22nd July 2023,FALSE,Couple Leisure,Economy Class,July 2023,1,2,1,1,1,1,1,no
15156,Norse Atlantic Airways,1,21st July 2023,TRUE,Solo Leisure,Economy Class,July 2023,1,1,,1,2,,1,no
15157,Norse Atlantic Airways,2,19th July 2023,TRUE,Solo Leisure,Economy Class,July 2023,1,2,1,1,1,1,1,no
15158,Norse Atlantic Airways,2,17th July 2023,FALSE,Family Leisure,Economy Class,July 2023,2,1,1,1,2,1,1,no
15159,Norse Atlantic Airways,7,16th July 2023,FALSE,Solo Leisure,Premium Economy,July 2023,4,5,3,4,5,,4,yes
15160,Norse Atlantic Airways,7,14th July 2023,TRUE,Solo Leisure,Economy Class,March 2023,3,4,,3,5,,5,yes
15161,Norse Atlantic Airways,1,14th July 2023,TRUE,Solo Leisure,Economy Class,July 2023,,,,1,,,1,no
15162,Norse Atlantic Airways,1,13th July 2023,TRUE,Family Leisure,Premium Economy,July 2023,5,5,5,5,3,,5,yes
15163,Norse Atlantic Airways,5,13th July 2023,TRUE,Solo Leisure,Economy Class,July 2023,1,1,1,2,4,1,1,no
15164,Norse Atlantic Airways,1,11th July 2023,TRUE,Solo Leisure,Economy Class,April 2023,2,2,1,1,,,3,no
15165,Norse Atlantic Airways,1,10th July 2023,FALSE,Solo Leisure,Economy Class,July 2023,3,4,,1,2,,3,no
15166,Norse Atlantic Airways,8,8th July 2023,TRUE,Family Leisure,Economy Class,March 2023,4,4,,4,5,,5,yes
15167,Norse Atlantic Airways,2,7th July 2023,FALSE,Family Leisure,Economy Class,July 2023,2,3,2,1,4,,2,no
15168,Norse Atlantic Airways,1,4th July 2023,FALSE,Solo Leisure,Economy Class,June 2023,1,2,1,1,1,1,1,no
15169,Norse Atlantic Airways,2,3rd July 2023,TRUE,Family Leisure,Economy Class,July 2023,1,2,1,1,2,2,3,no
15170,Norse Atlantic Airways,1,3rd July 2023,TRUE,Family Leisure,Premium Economy,July 2023,4,3,1,1,2,1,2,no
15171,Norse Atlantic Airways,1,26th June 2023,TRUE,Solo Leisure,Economy Class,June 2023,1,1,,1,1,,1,no
15172,Norse Atlantic Airways,1,26th June 2023,TRUE,Business,Economy Class,March 2023,3,4,,2,3,,3,no
15173,Norse Atlantic Airways,1,22nd June 2023,TRUE,Couple Leisure,Economy Class,June 2023,,,,1,,,1,no
15174,Norse Atlantic Airways,1,20th June 2023,FALSE,Solo Leisure,Premium Economy,June 2023,1,1,1,1,1,1,1,no
15175,Norse Atlantic Airways,1,10th June 2023,TRUE,Solo Leisure,Economy Class,June 2023,5,5,5,5,5,,5,yes
15176,Norse Atlantic Airways,4,10th June 2023,TRUE,Couple Leisure,Economy Class,June 2023,3,5,4,2,2,1,2,no
15177,Norse Atlantic Airways,3,8th June 2023,TRUE,Solo Leisure,Economy Class,May 2023,1,4,2,2,2,2,2,no
15178,Norse Atlantic Airways,4,6th June 2023,TRUE,Solo Leisure,Economy Class,May 2023,2,3,,2,3,,2,no
15179,Norse Atlantic Airways,1,31st May 2023,TRUE,Solo Leisure,Economy Class,May 2023,3,1,1,2,1,,1,no
15180,Norse Atlantic Airways,1,26th May 2023,FALSE,Family Leisure,Economy Class,May 2023,,,,,,,1,no
15181,Norse Atlantic Airways,6,26th May 2023,TRUE,Solo Leisure,Economy Class,May 2023,3,5,3,2,4,,4,yes
15182,Norse Atlantic Airways,2,24th May 2023,FALSE,Solo Leisure,Economy Class,May 2023,3,2,,1,1,1,1,no
15183,Norse Atlantic Airways,1,22nd May 2023,TRUE,Family Leisure,Economy Class,March 2023,,,,,,,1,no
15184,Norse Atlantic Airways,1,21st May 2023,TRUE,Couple Leisure,Premium Economy,May 2023,5,5,5,5,5,,5,yes
15185,Norse Atlantic Airways,3,7th May 2023,TRUE,Business,Economy Class,May 2023,1,3,1,1,2,1,1,no
15186,Norse Atlantic Airways,2,5th May 2023,TRUE,Solo Leisure,Economy Class,May 2023,3,4,1,1,1,1,2,no
15187,Norse Atlantic Airways,8,27th April 2023,TRUE,Solo Leisure,Economy Class,April 2023,4,5,,4,3,,5,yes
15188,Norse Atlantic Airways,1,27th April 2023,FALSE,Solo Leisure,Economy Class,April 2023,4,1,1,1,4,2,1,no
15189,Norse Atlantic Airways,2,24th April 2023,TRUE,Solo Leisure,Economy Class,April 2023,3,2,1,1,,,1,no
15190,Norse Atlantic Airways,1,21st April 2023,TRUE,Business,Economy Class,April 2023,5,5,4,5,3,,5,yes
15191,Norse Atlantic Airways,2,20th April 2023,TRUE,Family Leisure,Economy Class,April 2023,3,2,1,1,5,,1,no
15192,Norse Atlantic Airways,1,19th April 2023,TRUE,Couple Leisure,Economy Class,April 2023,3,1,1,1,1,1,1,no
15193,Norse Atlantic Airways,1,14th April 2023,TRUE,Couple Leisure,Economy Class,April 2023,4,5,4,5,5,,5,yes
15194,Norse Atlantic Airways,2,19th March 2023,FALSE,Solo Leisure,Economy Class,March 2023,3,4,1,1,3,1,2,no
15195,Norse Atlantic Airways,1,13th March 2023,TRUE,Family Leisure,Premium Economy,March 2023,5,5,4,5,4,,5,yes
15196,Norse Atlantic Airways,1,7th March 2023,FALSE,Solo Leisure,Economy Class,March 2023,4,5,1,2,1,1,3,no
15197,Norse Atlantic Airways,1,28th February 2023,FALSE,Solo Leisure,Economy Class,June 2022,1,1,,1,,,1,no
15198,Norse Atlantic Airways,1,19th January 2023,TRUE,Solo Leisure,Economy Class,January 2023,5,5,5,5,1,,5,yes
15199,Norse Atlantic Airways,3,11th January 2023,TRUE,Business,Economy Class,January 2023,3,4,,3,,,3,no
15200,Norse Atlantic Airways,1,7th January 2023,TRUE,Couple Leisure,Premium Economy,January 2023,5,5,5,5,5,,5,yes
15201,Norse Atlantic Airways,1,4th January 2023,FALSE,Couple Leisure,Premium Economy,December 2022,5,5,5,5,,,5,yes
15202,Norse Atlantic Airways,2,2nd January 2023,FALSE,Family Leisure,Economy Class,December 2022,2,1,1,1,2,1,2,no
15203,Norse Atlantic Airways,1,24th December 2022,TRUE,Solo Leisure,Economy Class,December 2022,5,5,2,5,,,5,yes
15204,Norse Atlantic Airways,2,19th November 2022,FALSE,Solo Leisure,Economy Class,September 2022,3,3,2,1,1,1,3,no
15205,Norse Atlantic Airways,3,19th November 2022,TRUE,Solo Leisure,Economy Class,August 2022,3,3,3,1,1,1,2,no
15206,Norse Atlantic Airways,1,3rd November 2022,FALSE,Solo Leisure,Economy Class,September 2022,3,5,,1,4,1,1,no
15207,Norse Atlantic Airways,1,28th October 2022,TRUE,Family Leisure,Economy Class,July 2022,5,5,5,5,4,4,5,yes
15208,Norse Atlantic Airways,2,23rd October 2022,TRUE,Solo Leisure,Economy Class,September 2022,3,5,5,1,,,3,no
15209,Norwegian,1,7th July 2023,TRUE,Solo Leisure,Economy Class,July 2023,3,5,,5,,,5,yes
15210,Norwegian,1,5th July 2023,TRUE,Family Leisure,Economy Class,July 2023,1,1,1,1,1,1,1,no
15211,Norwegian,1,10th May 2023,FALSE,Family Leisure,Economy Class,May 2023,4,5,3,5,1,3,4,yes
15212,Norwegian,2,21st April 2023,TRUE,Solo Leisure,Economy Class,April 2023,3,3,,1,3,3,1,no
15213,Norwegian,3,16th April 2023,FALSE,Solo Leisure,Economy Class,April 2023,2,4,1,4,1,2,1,no
15214,Norwegian,1,21st January 2023,TRUE,Couple Leisure,Economy Class,December 2022,1,2,,3,,,1,no
15215,Norwegian,1,15th December 2022,FALSE,Couple Leisure,Economy Class,November 2022,1,1,2,1,1,1,1,no
15216,Norwegian,1,23rd October 2022,TRUE,Solo Leisure,Economy Class,September 2022,,,,1,,,1,no
15217,Norwegian,2,19th October 2022,TRUE,Couple Leisure,Economy Class,September 2022,1,1,,1,1,1,2,no
15218,Norwegian,4,15th October 2022,TRUE,Couple Leisure,Economy Class,October 2022,1,3,2,2,,1,2,no
15219,Norwegian,1,21st September 2022,TRUE,Couple Leisure,Economy Class,September 2022,5,5,5,4,,,5,yes
15220,Norwegian,1,18th September 2022,TRUE,Couple Leisure,Economy Class,September 2022,4,5,4,5,,5,5,yes
15221,Norwegian,9,18th September 2022,TRUE,Couple Leisure,Economy Class,September 2022,4,5,4,4,,,5,yes
15222,Norwegian,1,28th August 2022,TRUE,Family Leisure,Economy Class,August 2022,,,,1,,,1,no
15223,Norwegian,1,23rd July 2022,TRUE,Solo Leisure,Economy Class,July 2022,5,5,,5,,,5,yes
15224,Norwegian,1,17th July 2022,TRUE,Couple Leisure,Economy Class,June 2022,4,5,,5,,4,5,yes
15225,Norwegian,1,13th July 2022,TRUE,Couple Leisure,Economy Class,June 2022,3,3,,1,,,1,yes
15226,Norwegian,9,6th July 2022,TRUE,Solo Leisure,Economy Class,July 2022,4,5,4,4,4,4,3,yes
15227,Norwegian,6,4th July 2022,TRUE,Solo Leisure,Economy Class,July 2022,4,4,4,4,,,3,yes
15228,Norwegian,4,3rd July 2022,TRUE,Solo Leisure,Economy Class,July 2022,2,4,,3,,,3,no
15229,Norwegian,1,4th June 2022,TRUE,Couple Leisure,Economy Class,June 2022,2,1,,1,,,1,no
15230,Norwegian,1,4th June 2022,TRUE,Family Leisure,Economy Class,July 2021,,,,,,,1,no
15231,Norwegian,1,15th April 2022,TRUE,Solo Leisure,Economy Class,February 2022,1,1,1,1,1,1,1,no
15232,Norwegian,1,31st March 2022,TRUE,Couple Leisure,Economy Class,September 2021,,,,,,,2,no
15233,Norwegian,3,23rd February 2022,TRUE,Business,Economy Class,October 2021,2,2,,1,,,2,no
15234,Norwegian,1,3rd February 2022,TRUE,Solo Leisure,Economy Class,September 2021,,,,,,,1,no
15235,Norwegian,9,5th January 2022,TRUE,Family Leisure,Economy Class,December 2021,4,3,4,5,,,5,yes
15236,Norwegian,1,29th November 2021,FALSE,Couple Leisure,Economy Class,December 2020,1,1,,1,,,1,no
15237,Norwegian,9,1st September 2021,TRUE,Solo Leisure,Economy Class,August 2021,4,4,4,5,,4,5,yes
15238,Norwegian,1,24th March 2021,FALSE,Couple Leisure,Economy Class,April 2020,1,1,,1,,,1,no
15239,Norwegian,1,20th January 2021,TRUE,Couple Leisure,Economy Class,May 2020,1,1,,1,,,1,no
15240,Norwegian,1,9th November 2020,TRUE,Business,Economy Class,November 2020,5,5,5,5,5,5,5,yes
15241,Norwegian,2,6th October 2020,FALSE,Family Leisure,Economy Class,May 2020,,,1,,,,1,no
15242,Norwegian,1,9th September 2020,TRUE,Couple Leisure,Economy Class,May 2020,,,,,,,1,no
15243,Norwegian,1,15th August 2020,TRUE,Couple Leisure,Economy Class,March 2020,,,,,,,1,no
15244,Norwegian,1,10th August 2020,FALSE,Couple Leisure,Economy Class,August 2020,,,,,,,5,yes
15245,Norwegian,1,5th August 2020,TRUE,Couple Leisure,Economy Class,December 2019,,,,,,,1,no
15246,Norwegian,1,27th July 2020,FALSE,Family Leisure,Economy Class,July 2020,1,1,1,1,1,1,1,no
15247,Norwegian,1,19th May 2020,TRUE,Solo Leisure,Premium Economy,March 2020,,,,,,,1,no
15248,Norwegian,1,6th May 2020,TRUE,Solo Leisure,Economy Class,March 2020,,,,,,,1,no
15249,Norwegian,1,30th April 2020,TRUE,Solo Leisure,Economy Class,April 2020,,,,,,,1,no
15250,Norwegian,1,25th April 2020,TRUE,Couple Leisure,Economy Class,April 2020,,,,,,,1,no
15251,Norwegian,1,17th April 2020,TRUE,Solo Leisure,Economy Class,April 2020,,,,,,,1,no
15252,Norwegian,1,23rd March 2020,TRUE,Couple Leisure,Premium Economy,October 2019,4,4,4,3,4,3,1,no
15253,Norwegian,8,19th March 2020,TRUE,Family Leisure,Economy Class,March 2020,4,5,4,4,,2,5,yes
15254,Norwegian,2,12th March 2020,FALSE,Solo Leisure,Economy Class,March 2020,,,,,,,1,no
15255,Norwegian,1,9th March 2020,TRUE,Business,Economy Class,March 2020,1,1,1,1,1,1,1,no
15256,Norwegian,6,1st March 2020,FALSE,Solo Leisure,Economy Class,February 2020,1,3,2,4,,,3,yes
15257,Norwegian,1,24th February 2020,FALSE,Couple Leisure,Economy Class,February 2020,1,1,,1,,,1,no
15258,Norwegian,1,23rd February 2020,FALSE,Solo Leisure,Economy Class,February 2020,2,2,,1,,1,1,no
15259,Norwegian,9,23rd February 2020,FALSE,Couple Leisure,Economy Class,October 2019,5,4,,3,,,5,yes
15260,Norwegian,1,21st February 2020,TRUE,Solo Leisure,Economy Class,February 2020,1,2,1,1,3,,1,no
15261,Norwegian,9,18th February 2020,TRUE,Family Leisure,Economy Class,February 2020,4,5,3,5,5,5,5,yes
15262,Norwegian,1,18th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,3,2,,2,,,3,no
15263,Norwegian,6,13th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,2,3,,3,2,1,3,yes
15264,Norwegian,1,5th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,3,2,,1,3,,2,no
15265,Norwegian,2,5th February 2020,FALSE,Couple Leisure,Economy Class,April 2019,1,1,1,1,1,1,1,no
15266,Norwegian,1,28th January 2020,TRUE,Family Leisure,Economy Class,December 2019,1,1,,1,4,,1,no
15267,Norwegian,1,23rd January 2020,FALSE,Couple Leisure,Premium Economy,January 2020,5,5,5,5,4,3,5,yes
15268,Norwegian,3,23rd January 2020,TRUE,Family Leisure,Economy Class,January 2020,3,4,2,3,2,4,4,no
15269,Norwegian,9,18th January 2020,TRUE,Business,Premium Economy,January 2020,4,5,5,3,3,5,5,yes
15270,Norwegian,1,16th January 2020,TRUE,Couple Leisure,Premium Economy,September 2019,2,3,1,1,,,1,no
15271,Norwegian,1,8th January 2020,TRUE,Family Leisure,Economy Class,December 2019,1,1,1,1,,,1,no
15272,Norwegian,3,1st January 2020,TRUE,Solo Leisure,Premium Economy,December 2019,3,3,,1,,,2,no
15273,Norwegian,3,31st December 2019,TRUE,Family Leisure,Economy Class,December 2019,4,1,2,1,3,1,3,yes
15274,Norwegian,7,23rd December 2019,TRUE,Solo Leisure,Premium Economy,December 2019,5,3,3,3,1,4,5,yes
15275,Norwegian,1,22nd December 2019,TRUE,Couple Leisure,First Class,November 2019,5,5,4,5,4,4,5,yes
15276,Norwegian,1,22nd December 2019,TRUE,Couple Leisure,Economy Class,December 2019,2,1,,1,,,1,no
15277,Norwegian,1,21st December 2019,TRUE,Business,Economy Class,December 2019,3,1,2,1,3,3,1,no
15278,Norwegian,1,20th December 2019,TRUE,Solo Leisure,Economy Class,December 2019,1,1,,1,,,1,no
15279,Norwegian,1,20th December 2019,TRUE,Couple Leisure,Economy Class,December 2019,4,3,1,3,,,2,no
15280,Norwegian,1,20th December 2019,TRUE,Solo Leisure,Economy Class,December 2019,1,1,,1,,,1,no
15281,Norwegian,1,19th December 2019,TRUE,Couple Leisure,Economy Class,October 2019,,,,1,,,1,no
15282,Norwegian,2,19th December 2019,TRUE,Family Leisure,Economy Class,November 2019,1,4,1,1,,,1,no
15283,Norwegian,1,13th December 2019,TRUE,Solo Leisure,Economy Class,December 2019,1,1,1,1,1,1,1,no
15284,Norwegian,2,11th December 2019,TRUE,Business,Economy Class,December 2019,3,4,,1,,,3,yes
15285,Norwegian,1,4th December 2019,TRUE,Family Leisure,Economy Class,November 2019,1,1,1,1,1,,1,no
15286,Norwegian,1,3rd December 2019,TRUE,Couple Leisure,Economy Class,December 2019,,,,1,,,1,no
15287,Norwegian,1,29th November 2019,TRUE,Solo Leisure,Economy Class,October 2019,3,4,2,1,3,3,2,no
15288,Norwegian,1,29th November 2019,TRUE,Solo Leisure,Economy Class,November 2019,4,5,4,5,4,,5,yes
15289,Norwegian,1,27th November 2019,TRUE,Solo Leisure,Economy Class,November 2019,5,5,5,5,,,5,yes
15290,Norwegian,4,27th November 2019,TRUE,Family Leisure,Economy Class,September 2019,5,1,1,5,5,5,5,yes
15291,Norwegian,9,26th November 2019,TRUE,Solo Leisure,Premium Economy,October 2019,4,4,4,4,,,4,yes
15292,Norwegian,2,26th November 2019,TRUE,Couple Leisure,Economy Class,November 2019,3,1,1,3,1,,3,no
15293,Norwegian,3,24th November 2019,TRUE,Couple Leisure,Economy Class,October 2019,3,3,,1,2,,3,no
15294,Norwegian,3,23rd November 2019,TRUE,Solo Leisure,Economy Class,November 2019,,,,,,5,3,no
15295,Norwegian,8,18th November 2019,FALSE,Solo Leisure,Economy Class,August 2019,4,5,,5,4,4,4,yes
15296,Norwegian,3,18th November 2019,TRUE,Solo Leisure,Economy Class,November 2019,3,5,1,1,4,,3,no
15297,Norwegian,1,16th November 2019,FALSE,Solo Leisure,Economy Class,November 2019,2,2,,1,,,1,no
15298,Norwegian,1,16th November 2019,TRUE,Solo Leisure,Economy Class,November 2019,1,1,1,1,1,1,2,no
15299,Norwegian,7,10th November 2019,FALSE,Solo Leisure,Economy Class,November 2019,2,4,,3,4,2,4,yes
15300,Norwegian,1,8th November 2019,TRUE,Business,Economy Class,November 2019,,,,1,,,1,no
15301,Norwegian,1,3rd November 2019,TRUE,Couple Leisure,Economy Class,November 2019,5,5,5,5,5,5,5,yes
15302,Norwegian,1,31st October 2019,TRUE,Solo Leisure,Economy Class,September 2019,3,2,1,1,3,,1,no
15303,Norwegian,1,30th October 2019,TRUE,Couple Leisure,Economy Class,October 2019,1,3,1,1,,4,2,no
15304,Norwegian,5,26th October 2019,TRUE,Solo Leisure,Economy Class,September 2019,1,1,1,2,2,4,3,no
15305,Norwegian,1,25th October 2019,TRUE,Family Leisure,Economy Class,October 2019,,,,,,,1,no
15306,Norwegian,1,24th October 2019,TRUE,Business,Economy Class,September 2019,2,1,,3,,,2,no
15307,Norwegian,1,24th October 2019,TRUE,Solo Leisure,Economy Class,October 2019,3,1,1,1,1,1,1,no
15308,Norwegian,2,21st October 2019,FALSE,Business,Economy Class,October 2019,3,3,2,3,1,1,3,no
15309,Nouvelair,2,27th June 2023,FALSE,Solo Leisure,Economy Class,June 2023,1,1,,2,,,1,no
15310,Nouvelair,9,26th June 2023,TRUE,Couple Leisure,Economy Class,June 2023,4,5,,5,,,5,yes
15311,Nouvelair,1,26th May 2023,FALSE,Business,Economy Class,April 2023,1,1,1,1,1,1,2,no
15312,Nouvelair,1,1st May 2023,TRUE,Couple Leisure,Economy Class,April 2023,1,1,,1,,,1,no
15313,Nouvelair,1,16th October 2022,TRUE,Solo Leisure,Economy Class,August 2022,2,1,3,4,,,4,no
15314,Nouvelair,1,8th September 2022,TRUE,Couple Leisure,Economy Class,September 2022,1,1,1,1,1,1,1,no
15315,Nouvelair,1,30th June 2022,TRUE,Family Leisure,Economy Class,June 2022,1,1,,1,,,1,no
15316,Nouvelair,1,2nd August 2021,TRUE,Couple Leisure,Economy Class,August 2021,,,,1,,,1,no
15317,Nouvelair,1,9th July 2021,FALSE,Solo Leisure,Economy Class,July 2021,1,1,,1,,,1,no
15318,Nouvelair,1,5th May 2021,FALSE,Solo Leisure,Economy Class,October 2020,1,1,1,1,1,1,1,no
15319,Nouvelair,2,17th April 2019,FALSE,Family Leisure,Economy Class,April 2019,1,1,1,2,1,1,2,no
15320,Nouvelair,1,3rd September 2017,FALSE,Family Leisure,Economy Class,July 2017,5,5,4,5,,,5,yes
15321,Nouvelair,1,29th July 2013,FALSE,,Economy Class,,1,1,1,1,1,,1,no
15322,Nouvelair,3,26th June 2012,FALSE,,Economy Class,,2,2,1,1,,,1,no
15323,Nouvelair,1,15th May 2012,FALSE,,Economy Class,,1,1,1,1,,,1,no
15324,Nouvelair,5,23rd November 2007,FALSE,,Economy Class,,2,3,,3,,,3,yes
15325,Nouvelair,6,14th March 2005,FALSE,,Economy Class,,2,3,3,2,,,3,yes
15326,Novair,7,21st March 2011,FALSE,,Economy Class,,,,,,,,1,yes
15327,Novoair,1,16th January 2020,FALSE,Family Leisure,Economy Class,December 2019,2,3,3,1,1,1,2,no
15328,Novoair,7,1st November 2019,TRUE,Solo Leisure,Economy Class,October 2019,4,4,3,3,,,4,yes
15329,Okay Airways,4,26th August 2014,FALSE,,Economy Class,,2,1,1,,1,,4,no
15330,Okay Airways,6,27th November 2012,FALSE,,Economy Class,,4,1,3,,0,,4,yes
15331,Okay Airways,7,14th November 2012,FALSE,,Economy Class,,3,3,3,,0,,5,yes
15332,Okay Airways,8,29th July 2011,FALSE,,Economy Class,,,,,,,,4,yes
15333,Olympic Air,2,21st July 2023,TRUE,Couple Leisure,Economy Class,July 2023,3,3,,1,,,1,no
15334,Olympic Air,1,30th May 2023,TRUE,Couple Leisure,Economy Class,May 2023,5,5,5,5,,,4,yes
15335,Olympic Air,1,29th August 2022,TRUE,Solo Leisure,Economy Class,August 2022,,,,,,,1,no
15336,Olympic Air,1,12th July 2022,TRUE,Couple Leisure,Economy Class,July 2022,2,4,2,2,,,1,no
15337,Olympic Air,1,19th September 2021,TRUE,Couple Leisure,Premium Economy,September 2021,3,3,3,1,,,1,no
15338,Olympic Air,1,17th September 2021,FALSE,Couple Leisure,Economy Class,September 2021,1,1,,1,,,1,no
15339,Olympic Air,5,2nd August 2021,TRUE,Family Leisure,Economy Class,August 2021,4,5,3,1,,,4,yes
15340,Olympic Air,2,6th June 2021,TRUE,Family Leisure,Economy Class,June 2021,3,3,,1,,,1,no
15341,Olympic Air,1,6th June 2021,TRUE,Family Leisure,Economy Class,June 2021,3,3,,1,,,1,no
15342,Olympic Air,1,24th April 2021,TRUE,Business,Economy Class,April 2021,1,4,,4,,,1,no
15343,Olympic Air,1,9th November 2020,FALSE,Solo Leisure,Economy Class,May 2020,5,5,5,5,5,4,5,yes
15344,Olympic Air,9,21st October 2020,FALSE,Solo Leisure,Economy Class,October 2020,3,5,,5,2,,5,yes
15345,Olympic Air,1,20th October 2020,TRUE,Couple Leisure,Economy Class,October 2020,1,1,1,1,,,1,no
15346,Olympic Air,2,17th September 2020,TRUE,Solo Leisure,Economy Class,September 2020,2,2,1,1,,,1,no
15347,Olympic Air,2,28th October 2019,TRUE,Solo Leisure,Economy Class,October 2019,5,1,1,1,,,1,no
15348,Olympic Air,8,22nd September 2019,TRUE,Solo Leisure,Economy Class,August 2019,4,5,5,4,,,5,no
15349,Olympic Air,2,28th August 2019,TRUE,Couple Leisure,Economy Class,August 2019,2,2,,1,,,1,no
15350,Olympic Air,1,12th August 2019,TRUE,Family Leisure,Economy Class,August 2019,3,3,,4,,,2,no
15351,Olympic Air,2,8th August 2019,TRUE,Couple Leisure,Economy Class,August 2019,3,4,3,1,,,3,no
15352,Olympic Air,2,8th August 2019,TRUE,Solo Leisure,Economy Class,July 2019,2,2,2,1,,,2,no
15353,Olympic Air,1,31st July 2019,FALSE,Family Leisure,Economy Class,July 2019,3,5,4,3,,,5,yes
15354,Olympic Air,5,25th June 2019,TRUE,Couple Leisure,Economy Class,June 2019,2,3,3,3,2,1,5,yes
15355,Olympic Air,4,12th February 2019,TRUE,Couple Leisure,Economy Class,July 2018,1,4,,5,,,3,no
15356,Olympic Air,9,19th November 2018,TRUE,Business,Economy Class,June 2018,5,5,5,5,3,3,5,yes
15357,Olympic Air,2,21st September 2018,TRUE,Business,Economy Class,September 2018,1,3,1,1,,,3,no
15358,Olympic Air,1,28th August 2018,TRUE,Couple Leisure,Economy Class,August 2018,1,1,,1,,,1,no
15359,Olympic Air,2,14th August 2018,TRUE,Solo Leisure,Economy Class,August 2018,2,2,,1,,,1,no
15360,Olympic Air,1,2nd July 2018,TRUE,Business,Economy Class,June 2018,5,5,5,5,,,5,yes
15361,Olympic Air,8,3rd October 2017,FALSE,Solo Leisure,Economy Class,September 2017,3,4,5,4,,,4,yes
15362,Olympic Air,1,1st October 2017,FALSE,Solo Leisure,Economy Class,September 2017,4,5,5,4,,,5,yes
15363,Olympic Air,1,4th September 2017,FALSE,Business,Economy Class,September 2017,5,5,5,5,,,3,yes
15364,Olympic Air,9,4th July 2017,FALSE,Solo Leisure,Economy Class,May 2017,5,5,5,4,3,,5,yes
15365,Olympic Air,1,7th June 2017,FALSE,Solo Leisure,Economy Class,June 2017,4,5,5,5,4,,5,yes
15366,Olympic Air,1,26th March 2017,FALSE,Solo Leisure,Business Class,March 2017,5,5,5,4,5,,5,yes
15367,Olympic Air,8,5th September 2016,FALSE,Couple Leisure,Economy Class,August 2016,4,4,3,4,,,3,yes
15368,Olympic Air,9,2nd September 2016,FALSE,Solo Leisure,Economy Class,September 2016,4,5,4,5,,,4,yes
15369,Olympic Air,8,30th September 2015,FALSE,Couple Leisure,Economy Class,June 2015,3,5,,5,,,5,yes
15370,Olympic Air,9,10th August 2015,FALSE,Family Leisure,Economy Class,July 2015,5,5,5,3,,,4,yes
15371,Olympic Air,8,21st July 2015,FALSE,Family Leisure,Economy Class,July 2015,4,5,5,4,,,4,yes
15372,Olympic Air,8,17th June 2015,FALSE,Couple Leisure,Economy Class,June 2015,4,4,4,4,,,5,yes
15373,Olympic Air,9,29th May 2015,FALSE,,Economy Class,,3,4,4,,0,,3,yes
15374,Olympic Air,4,5th May 2015,FALSE,,Economy Class,,3,5,1,,0,,2,yes
15375,Olympic Air,5,1st September 2014,FALSE,,Economy Class,,2,4,3,,1,,4,yes
15376,Olympic Air,1,11th August 2014,FALSE,,Economy Class,,5,5,5,,4,,5,yes
15377,Olympic Air,9,1st July 2014,FALSE,,Economy Class,,4,4,4,,1,,4,yes
15378,Olympic Air,2,22nd September 2013,FALSE,,Economy Class,,3,2,0,,0,,3,no
15379,Olympic Air,9,12th August 2013,FALSE,,Economy Class,,4,4,4,,0,,4,yes
15380,Olympic Air,9,4th August 2013,FALSE,,Economy Class,,4,5,5,,0,,5,yes
15381,Olympic Air,1,4th August 2013,FALSE,,Business Class,,4,4,5,,4,,4,yes
15382,Olympic Air,1,24th July 2013,FALSE,,Economy Class,,1,3,3,,1,,1,no
15383,Olympic Air,8,28th June 2013,FALSE,,Economy Class,,4,4,4,,0,,4,yes
15384,Olympic Air,9,7th June 2013,FALSE,,Economy Class,,4,5,4,,0,,3,yes
15385,Olympic Air,1,28th May 2013,FALSE,,Economy Class,,4,5,5,,2,,4,yes
15386,Olympic Air,8,5th May 2013,FALSE,,Economy Class,,4,5,4,,0,,4,yes
15387,Olympic Air,8,8th October 2012,FALSE,,Economy Class,,3,5,4,,0,,5,yes
15388,Olympic Air,9,24th September 2012,FALSE,,Economy Class,,4,4,5,,0,,4,yes
15389,Olympic Air,8,29th August 2012,FALSE,,Economy Class,,4,4,4,,4,,4,yes
15390,Olympic Air,1,29th August 2012,FALSE,,Economy Class,,5,5,5,,0,,5,yes
15391,Olympic Air,8,24th August 2012,FALSE,,Economy Class,,3,3,3,,3,,3,yes
