,Airline Name,Overall_Rating,Review Date,Verified,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
9431,Finnair,1,14th October 2022,TRUE,A320,Business,Business Class,Stockholm to Lisbon via Helsinki,June 2022,1,1,1,1,1,1,1,no
9432,Finnair,1,11th October 2022,TRUE,,Business,Economy Class,Chicago to Helsinki,August 2022,2,1,1,1,1,1,1,no
9433,Finnair,3,3rd October 2022,TRUE,,Couple Leisure,Economy Class,Helsinki to Lisbon,October 2022,3,3,1,2,1,,1,no
9434,Finnair,4,30th September 2022,TRUE,A330,Couple Leisure,Business Class,Helsinki to Mumbai,September 2022,2,3,1,2,2,,1,no
9435,Finnair,5,28th September 2022,TRUE,A321 / A350,Family Leisure,Economy Class,Paris to Bangkok via Helsinki,September 2022,5,3,1,5,2,,5,no
9436,Finnair,1,28th September 2022,TRUE,,Business,Economy Class,Helsinki to Singapore,September 2022,1,1,1,1,,,1,no
9437,Finnair,1,8th September 2022,TRUE,A350,Couple Leisure,Economy Class,Paris to Penang via Helsinki and Singapore,August 2022,2,5,4,1,3,3,2,no
9438,Finnair,1,8th September 2022,TRUE,,Business,Economy Class,Helsinki to New York,August 2022,3,1,1,2,2,1,1,no
9439,Finnair,3,7th September 2022,TRUE,,Solo Leisure,Economy Class,Los Angeles to Stockholm,July 2022,4,4,5,2,3,2,4,no
9440,Finnair,3,4th September 2022,TRUE,,Business,Economy Class,Chicago to Copenhagen via Helsinki,August 2022,2,4,4,1,3,3,2,no
9441,Finnair,2,12th August 2022,TRUE,,Couple Leisure,Economy Class,Stockholm to New York JFK,August 2022,2,4,3,1,3,,2,no
9442,Finnair,2,4th August 2022,TRUE,,Family Leisure,Economy Class,London Heathrow to Helsinki Vantaa,July 2022,1,4,1,4,5,1,1,no
9443,Finnair,2,4th August 2022,FALSE,A350-900,Business,Economy Class,Helsinki to Bangkok,August 2022,2,1,,2,3,3,2,no
9444,Finnair,1,31st July 2022,FALSE,,Couple Leisure,Business Class,London to Bangkok via Helsinki,July 2022,3,2,3,3,3,2,1,no
9445,Finnair,9,30th July 2022,TRUE,A321,Solo Leisure,Economy Class,Bologna to London,July 2022,5,5,3,3,,,3,yes
9446,Finnair,2,21st July 2022,FALSE,,Solo Leisure,Economy Class,Helsinki to Bangkok,July 2022,1,1,1,2,3,,1,no
9447,Finnair,1,4th July 2022,FALSE,,Solo Leisure,Economy Class,Bangkok to Venice via Helsinki,June 2022,3,3,3,1,3,,1,no
9448,Finnair,2,3rd July 2022,TRUE,A319,Business,Business Class,London to Helsinki,July 2022,1,3,2,1,3,,2,no
9449,Finnair,4,30th June 2022,TRUE,,Solo Leisure,Economy Class,Dublin to Bangkok via Helsinki,June 2022,3,4,1,1,1,,2,no
9450,Finnair,1,30th June 2022,TRUE,,Business,Economy Class,Helsinki to Amsterdam,June 2022,2,2,1,1,1,1,1,no
9451,Finnair,1,24th June 2022,FALSE,A350-900,Couple Leisure,Economy Class,Los Angeles to Berlin via Helsinki,June 2022,1,1,,1,,,1,no
9452,Finnair,3,23rd June 2022,TRUE,,Solo Leisure,Economy Class,New York to Bangkok via Helsinki,June 2022,2,2,1,3,3,1,1,no
9453,Finnair,3,13th June 2022,TRUE,A350,Solo Leisure,Economy Class,Singapore to Helsinki,June 2022,5,3,1,4,2,,1,no
9454,Finnair,1,12th June 2022,TRUE,,Solo Leisure,Economy Class,New York to London,March 2022,,,,,,2,1,no
9455,Finnair,1,12th June 2022,FALSE,,Family Leisure,Economy Class,Oslo to New Delhi via Helsinki,June 2022,3,3,1,3,2,,2,no
9456,Finnair,9,12th June 2022,FALSE,A350,Solo Leisure,Economy Class,Brussels to Bangkok via Helsinki,May 2022,4,5,3,4,3,,5,yes
9457,Finnair,1,11th June 2022,TRUE,,Couple Leisure,Business Class,London to Singapore via Helsinki,May 2022,4,4,4,1,3,4,2,no
9458,Finnair,1,10th June 2022,TRUE,,Solo Leisure,Business Class,Paris to Helsinki via Bangkok,June 2022,4,4,3,1,4,,1,no
9459,Finnair,1,26th May 2022,FALSE,,Solo Leisure,Economy Class,Miami to London,May 2022,1,1,,1,,,1,no
9460,Finnair,5,17th May 2022,FALSE,A321,Couple Leisure,Economy Class,Helsinki to Barcelona,May 2022,3,2,1,2,,,2,no
9461,Finnair,1,29th April 2022,TRUE,,Solo Leisure,Economy Class,Berlin to Delhi via Helsinki,April 2022,1,1,,1,,,1,no
9462,Finnair,8,18th April 2022,FALSE,A350,Couple Leisure,Economy Class,Bangkok to London via Helsinki,April 2022,5,5,4,2,5,,5,yes
9463,Finnair,2,15th April 2022,TRUE,,Solo Leisure,Business Class,Bangkok to Rome via Helsinki,April 2022,3,1,1,1,1,1,3,no
9464,Finnair,1,12th April 2022,TRUE,,Solo Leisure,Economy Class,Copenhagen to Tokyo via Helsinki,April 2022,1,1,1,1,1,1,1,no
9465,Finnair,1,9th April 2022,TRUE,,Solo Leisure,Economy Class,Dusseldorf to Singapore via Helsinki,January 2022,,,,,,,1,no
9466,Finnair,3,29th March 2022,TRUE,A350,Couple Leisure,Business Class,London to Singapore via Helsinki,March 2022,3,4,2,1,1,3,3,no
9467,Finnair,1,13th March 2022,TRUE,,Solo Leisure,Business Class,Bangkok to Paris via Helsinki,February 2022,,,,,,,1,no
9468,Finnair,1,8th March 2022,TRUE,,Solo Leisure,Economy Class,Tallinn to Delhi via Helsinki,March 2022,,,,,,,1,no
9469,Finnair,1,28th February 2022,FALSE,,Business,Economy Class,Zurich to Helsinki,November 2021,1,1,1,1,,,1,no
9470,Finnair,1,23rd February 2022,TRUE,,Couple Leisure,Economy Class,Delhi to Berlin,February 2022,1,1,1,1,1,1,1,no
9471,Finnair,4,17th February 2022,TRUE,,Business,Business Class,London to Bangkok via Helsinki,December 2021,3,3,2,3,3,,3,no
9472,Finnair,5,22nd January 2022,TRUE,,Family Leisure,Economy Class,New York to Milan via Helsinki,December 2021,4,4,2,3,2,,4,no
9473,Finnair,1,19th January 2022,FALSE,,Family Leisure,Economy Class,Barcelona to Los Angeles via Helsinki,December 2021,4,5,4,1,3,1,3,no
9474,Finnair,7,16th January 2022,TRUE,,Solo Leisure,Economy Class,New York to Vilnius via Helsinki,January 2022,5,5,2,5,5,5,4,yes
9475,Finnair,1,8th January 2022,TRUE,,Solo Leisure,Economy Class,Helsinki Vantaa to London Healthrow,December 2021,,,,,,,1,no
9476,Finnair,8,8th January 2022,TRUE,A350,Solo Leisure,Business Class,Bangkok to Brussels via Helsinki,December 2021,5,4,2,3,5,,3,no
9477,Finnair,1,4th January 2022,TRUE,,Couple Leisure,Economy Class,Saint-Petersburg to Zurich via Helsinki,January 2022,1,4,1,1,1,1,1,no
9478,Finnair,2,31st December 2021,TRUE,A350,Couple Leisure,Business Class,London Heathrow to Bangkok via Helsinki,December 2021,3,3,3,2,3,1,1,no
9479,Finnair,3,30th December 2021,FALSE,,Couple Leisure,Economy Class,Bangkok to Helsinki,December 2021,3,3,3,3,3,,3,yes
9480,Finnair,1,30th December 2021,TRUE,,Couple Leisure,Economy Class,Bangkok to Vilnius via Helsinki,December 2021,5,3,1,1,1,4,1,no
9481,Finnair,1,26th December 2021,TRUE,,Solo Leisure,Economy Class,Chicago to Helsinki,December 2021,3,2,1,1,3,,1,no
9482,Finnair,1,15th December 2021,FALSE,,Solo Leisure,Economy Class,Oslo to Los Angeles via Helsinki,December 2021,1,1,1,1,1,1,1,no
9483,Finnair,2,8th December 2021,TRUE,,Business,Economy Class,Oulu to London via Helsinki,October 2021,1,2,1,1,1,1,1,no
9484,Finnair,1,1st December 2021,TRUE,,Solo Leisure,Economy Class,Helsinki to Los Angeles via Stockholm,November 2021,1,4,2,1,1,1,2,no
9485,Finnair,2,28th November 2021,TRUE,,Business,Economy Class,St Petersburg to Stockholm via Helsinki,November 2021,3,4,4,1,,3,2,no
9486,Finnair,1,24th November 2021,FALSE,,Family Leisure,Economy Class,Lisbon to Helsinki via Vaasa,November 2021,1,1,,1,,,1,no
9487,Finnair,9,19th November 2021,FALSE,A321-231,Family Leisure,Economy Class,Helsinki to Berlin,November 2021,4,5,4,5,,,4,yes
9488,Finnair,2,17th October 2021,TRUE,,Solo Leisure,Economy Class,Dublin to Bangkok via Helsinki,October 2021,,,,1,,,2,no
9489,Firefly,1,4th July 2023,TRUE,,Business,Economy Class,Singapore to Penang,December 2022,1,1,1,1,1,1,1,no
9490,Firefly,1,5th June 2023,TRUE,,Solo Leisure,Economy Class,Federal Territory of Kuala Lumpur to Kota Bharu,May 2023,1,1,,1,,,1,no
9491,Firefly,2,4th June 2023,TRUE,,Solo Leisure,Economy Class,Subang to Kota Bahru,May 2023,2,2,,1,,,1,no
9492,Firefly,1,24th May 2023,TRUE,,Solo Leisure,Economy Class,Penang to Singapore,May 2023,1,1,1,1,1,1,1,no
9493,Firefly,9,29th December 2022,TRUE,ATR32,Solo Leisure,Economy Class,Kuala Lumpur to Singapore,December 2022,4,4,3,4,,,4,yes
9494,Firefly,8,2nd December 2022,TRUE,ATR72-500,Couple Leisure,Economy Class,Seletar to Subang,December 2022,3,3,4,3,,,5,no
9495,Firefly,1,1st December 2022,TRUE,,Couple Leisure,Economy Class,Penang to Johor Bahru,November 2022,2,2,,1,,,1,no
9496,Firefly,1,9th November 2022,TRUE,,Solo Leisure,Economy Class,Johor Bahru to Penang,November 2022,1,,,1,,,1,no
9497,Firefly,7,26th June 2022,TRUE,ATR 72-500,Business,Economy Class,Kuala Lumpur Subang to Seletar Singapore,June 2022,2,4,2,5,,,4,yes
9498,Firefly,1,23rd May 2022,TRUE,,Couple Leisure,Economy Class,Penang to Langkawi,May 2022,2,1,,1,1,1,1,no
9499,Firefly,8,13th January 2020,TRUE,ATR 72,Solo Leisure,Economy Class,Subang to Singapore,January 2020,3,4,3,4,,,4,yes
9500,Firefly,7,9th December 2019,TRUE,ATR72-500,Business,Economy Class,Kota Bahru to Subang,December 2019,4,5,4,4,,,3,yes
9501,Firefly,2,10th June 2019,TRUE,,Solo Leisure,Economy Class,Kota Bharu to Kuala Kumpur,June 2019,3,3,2,1,,,1,no
9502,Firefly,1,17th January 2019,TRUE,,Couple Leisure,Economy Class,Kuala Lumpur to Singapore,December 2018,1,1,,1,,,1,no
9503,Firefly,1,17th November 2018,FALSE,ATR72-500 (9M-FYL),Family Leisure,Economy Class,Singapore to Subang,November 2018,4,5,5,4,3,,5,yes
9504,Firefly,9,24th September 2018,TRUE,ATR72-500,Family Leisure,Economy Class,Singapore to Ipoh,September 2018,3,5,4,5,,,5,yes
9505,Firefly,1,9th June 2018,TRUE,ATR,Couple Leisure,Economy Class,Singapore to Ipoh,June 2018,4,5,4,5,,,5,yes
9506,Firefly,1,26th September 2017,FALSE,,Business,Economy Class,Penang to Subang,September 2017,5,5,,5,,,5,yes
9507,Firefly,9,16th July 2017,FALSE,,Solo Leisure,Economy Class,Singapore to Subang,June 2017,3,5,4,4,,,5,yes
9508,Firefly,9,16th July 2017,FALSE,,Solo Leisure,Economy Class,Subang to Penang,June 2017,3,5,4,4,,,5,yes
9509,Firefly,7,5th June 2017,FALSE,ATR-42,Solo Leisure,Economy Class,Kuala Lumpur to Singapore,June 2017,3,3,2,3,,,3,yes
9510,Firefly,3,19th December 2016,FALSE,,Business,Economy Class,PEN to SZB,December 2016,3,3,3,2,,,1,no
9511,Firefly,1,20th October 2016,FALSE,,Couple Leisure,Economy Class,USM to SZB,October 2016,,,,1,,,1,yes
9512,Firefly,1,20th September 2016,FALSE,,Couple Leisure,Economy Class,KBV to PEN,September 2016,,,,1,,,1,no
9513,Firefly,9,21st June 2016,FALSE,ATR72,Business,Economy Class,AOR to SZB,May 2016,4,5,3,4,,,4,yes
9514,Firefly,1,19th May 2016,FALSE,ATR72-600,Solo Leisure,Economy Class,KBR to PEN,May 2016,4,5,5,5,,,5,yes
9515,Firefly,9,27th April 2016,FALSE,ATR-72,Family Leisure,Economy Class,JHB to SZB,April 2016,4,5,4,5,,,5,yes
9516,Firefly,2,22nd March 2016,FALSE,,Solo Leisure,Economy Class,PEN to KBV,February 2016,2,3,,1,,,3,no
9517,Firefly,9,11th February 2016,FALSE,,Family Leisure,Economy Class,SZB to LGK,February 2016,5,5,4,4,,,4,yes
9518,Firefly,8,24th January 2016,FALSE,ATR72,Business,Economy Class,KUL to TGG,January 2016,4,5,5,4,,,4,yes
9519,Firefly,9,30th December 2015,FALSE,ATR 72,Solo Leisure,Economy Class,SIN to SZB,December 2015,4,4,4,5,,,5,yes
9520,Firefly,1,2nd December 2015,FALSE,ATR72-600,Solo Leisure,Economy Class,KNO to SZB,November 2015,4,5,3,5,,,4,yes
9521,Firefly,8,8th October 2015,FALSE,,Business,Economy Class,Subang to Penang,October 2015,3,4,,4,,,5,yes
9522,Firefly,8,5th August 2015,FALSE,ATR-72,Family Leisure,Economy Class,Krabi to Penang,July 2015,3,4,,3,,,4,yes
9523,Firefly,9,9th July 2015,FALSE,ATR-72,Couple Leisure,Economy Class,Subang to Kota Bharu,June 2015,3,5,4,4,,,5,yes
9524,Firefly,8,6th February 2015,FALSE,,,Economy Class,,,5,5,4,,3,,5,yes
9525,Firefly,1,8th October 2014,FALSE,,,Economy Class,,,,,,,,,4,yes
9526,Firefly,1,31st July 2014,FALSE,,,Economy Class,,,,,,,,,4,yes
9527,Firefly,1,8th June 2014,FALSE,,,Economy Class,,,,,,,,,4,yes
9528,Firefly,9,23rd April 2014,FALSE,,,Economy Class,,,,,,,,,4,yes
9529,Firefly,5,19th April 2014,FALSE,,,Economy Class,,,,,,,,,4,no
9530,Firefly,9,21st August 2013,FALSE,,,Economy Class,,,,,,,,,4,yes
9531,Firefly,n,11th July 2013,FALSE,,,Economy Class,,,,,,,,,1,no
9532,Firefly,8,28th April 2013,FALSE,,,Economy Class,,,,,,,,,4,yes
9533,Firefly,9,21st February 2013,FALSE,,,Economy Class,,,,,,,,,4,yes
9534,Firefly,8,6th December 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9535,Firefly,8,20th August 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9536,Firefly,1,2nd August 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9537,Firefly,7,1st August 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9538,Firefly,7,9th July 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9539,Firefly,1,4th June 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9540,Firefly,7,5th April 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9541,Firefly,9,12th March 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9542,Firefly,1,25th November 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9543,Firefly,9,28th September 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9544,Firefly,9,21st September 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9545,Firefly,n,18th September 2011,FALSE,,,Economy Class,,,,,,,,,1,no
9546,Firefly,1,28th August 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9547,Firefly,1,28th July 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9548,Firefly,9,1st June 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9549,Firefly,1,10th May 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9550,Firefly,2,28th August 2010,FALSE,,,,,,,,,,,,,no
9551,Firefly,4,26th April 2010,FALSE,,,,,,,,,,,,,no
9552,Firefly,5,29th March 2010,FALSE,,,,,,,,,,,,,no
9553,Firefly,5,7th February 2010,FALSE,,,,,,,,,,,,,no
9554,Firefly,5,15th July 2009,FALSE,,,,,,,,,,,,,no
9555,Firefly,1,14th July 2009,FALSE,,,,,,,,,,,,,no
9556,Firefly,4,11th May 2009,FALSE,,,,,,,,,,,,,no
9557,Firefly,5,19th April 2009,FALSE,,,,,,,,,,,,,no
9558,Firefly,3,11th March 2009,FALSE,,,,,,,,,,,,,no
9559,Firefly,5,16th February 2009,FALSE,,,,,,,,,,,,,no
9560,Firefly,5,16th February 2009,FALSE,,,,,,,,,,,,,no
9561,Firefly,4,6th November 2008,FALSE,,,,,,,,,,,,,no
9562,Firefly,5,4th July 2008,FALSE,,,,,,,,,,,,,no
9563,Firefly,4,4th March 2008,FALSE,,,,,,,,,,,,,no
9564,Firefly,5,25th February 2008,FALSE,,,,,,,,,,,,,no
9565,Flair Airlines,1,27th July 2023,FALSE,,Couple Leisure,Economy Class,Saskatoon to Toronto,July 2023,3,3,3,5,3,4,3,yes
9566,Flair Airlines,1,26th July 2023,FALSE,Boeing 737,Solo Leisure,Economy Class,Vancouver to Saskatoon,July 2023,1,1,,1,,,1,no
9567,Flair Airlines,1,26th July 2023,TRUE,,Couple Leisure,Economy Class,Toronto to Abbotsford,July 2023,1,1,,1,,,1,no
9568,Flair Airlines,1,26th July 2023,TRUE,,Family Leisure,Economy Class,Winnipeg to Ottawa,July 2023,2,3,1,1,1,1,3,no
9569,Flair Airlines,2,26th July 2023,FALSE,Boeing 737,Family Leisure,Economy Class,Edmonton to Vancouver,July 2023,1,1,1,1,1,1,2,no
9570,Flair Airlines,3,25th July 2023,FALSE,Boeing 737-Max 8,Couple Leisure,Economy Class,Kitchener-Waterloo to Vancouver,July 2023,1,1,2,1,,,2,no
9571,Flair Airlines,1,23rd July 2023,FALSE,,Couple Leisure,Economy Class,Ottawa to Halifax,July 2023,,,,,,,1,no
9572,Flair Airlines,2,22nd July 2023,TRUE,,Family Leisure,Economy Class,Toronto to Vancouver,July 2023,2,2,1,1,1,1,3,no
9573,Flair Airlines,2,21st July 2023,FALSE,,Couple Leisure,Economy Class,Winnipeg to Vancouver,July 2023,1,2,2,1,1,1,1,no
9574,Flair Airlines,1,18th July 2023,FALSE,Boeing 737,Family Leisure,Economy Class,Calgary to Québec City,July 2023,1,1,1,1,1,1,1,no
9575,Flair Airlines,1,12th July 2023,TRUE,,Solo Leisure,Economy Class,Toronto to Abbotsford,July 2023,2,3,,1,,,1,no
9576,Flair Airlines,1,12th July 2023,FALSE,,Solo Leisure,Economy Class,Toronto to New Brunswick,July 2023,1,1,1,1,1,1,1,no
9577,Flair Airlines,1,12th July 2023,TRUE,,Business,Economy Class,"Vancouver, BC to Toronto",July 2023,1,1,2,1,2,1,1,no
9578,Flair Airlines,4,10th July 2023,FALSE,,Family Leisure,Economy Class,Toronto to Calgary,July 2023,2,4,4,2,2,2,2,no
9579,Flair Airlines,1,9th July 2023,TRUE,,Solo Leisure,Economy Class,Montreal to Halifax,July 2023,2,3,,1,,,1,no
9580,Flair Airlines,1,8th July 2023,TRUE,,Family Leisure,Economy Class,Edmonton to Québec city,July 2023,5,5,,5,,,5,yes
9581,Flair Airlines,1,7th July 2023,FALSE,,Solo Leisure,Premium Economy,Toronto to Edmonton,July 2023,1,1,,1,,,1,no
9582,Flair Airlines,9,7th July 2023,TRUE,Boeing 737 MAX 8,Solo Leisure,Economy Class,Toronto Pearson Airport to Halifax Stanfield Airport,July 2023,4,5,5,5,,,5,yes
9583,Flair Airlines,2,6th July 2023,TRUE,,Couple Leisure,Economy Class,New York to Toronto,June 2023,1,1,1,1,1,1,1,no
9584,Flair Airlines,2,4th July 2023,FALSE,,Family Leisure,Economy Class,Toronto to Saskatoon,July 2023,1,1,1,1,1,1,1,no
9585,Flair Airlines,9,3rd July 2023,TRUE,Boeing 737,Solo Leisure,Economy Class,Vancouver to London,June 2023,4,5,,5,,,4,yes
9586,Flair Airlines,1,1st July 2023,TRUE,,Couple Leisure,Economy Class,Halifax to Toronto,July 2023,2,1,1,1,1,1,1,no
9587,Flair Airlines,1,30th June 2023,TRUE,,Couple Leisure,Economy Class,Toronto to Vancouver,June 2023,1,1,,1,,,1,no
9588,Flair Airlines,1,29th June 2023,FALSE,,Couple Leisure,Economy Class,San Francisco to Vancouver,June 2023,1,1,,1,,,1,no
9589,Flair Airlines,1,27th June 2023,TRUE,Boeing 737,Family Leisure,Economy Class,Kitchener to Calgary,June 2023,1,1,1,1,1,1,1,no
9590,Flair Airlines,1,26th June 2023,FALSE,,Solo Leisure,Economy Class,Vancouver to Edmonton,June 2023,1,1,,1,,,1,no
9591,Flair Airlines,4,24th June 2023,TRUE,,Solo Leisure,Economy Class,Calgary to Abbotsford,June 2023,4,1,,5,,,2,yes
9592,Flair Airlines,1,22nd June 2023,TRUE,boeing 737,Couple Leisure,Economy Class,yyz to fll,June 2023,1,1,3,1,1,1,3,no
9593,Flair Airlines,1,21st June 2023,TRUE,,Solo Leisure,Economy Class,Vancouver to Toronto,June 2023,1,1,1,1,1,1,1,no
9594,Flair Airlines,1,20th June 2023,TRUE,,Solo Leisure,Economy Class,Halifax to Toronto,June 2023,1,1,,1,,,1,no
9595,Flair Airlines,1,20th June 2023,TRUE,,Business,Economy Class,Calgary to Abbotsford,June 2023,1,1,,1,,1,1,no
9596,Flair Airlines,2,19th June 2023,TRUE,,Couple Leisure,Economy Class,Toronto to Halifax,June 2023,3,4,1,2,,,2,no
9597,Flair Airlines,1,17th June 2023,TRUE,,Solo Leisure,Economy Class,Kamloops to Edmonton,June 2023,,,,,,,1,no
9598,Flair Airlines,1,15th June 2023,TRUE,,Family Leisure,Economy Class,Vancouver to Saskatoon,June 2023,1,1,,1,,,1,no
9599,Flair Airlines,1,15th June 2023,TRUE,,Solo Leisure,Economy Class,Calgary to Victoria,June 2023,2,1,1,1,1,1,2,no
9600,Flair Airlines,1,15th June 2023,TRUE,Boeing 737,Solo Leisure,Economy Class,Toronto to Calgary,June 2023,1,1,1,1,,,1,no
9601,Flair Airlines,1,12th June 2023,TRUE,,Couple Leisure,Economy Class,Montreal to Vancouver,June 2023,1,1,1,1,1,1,1,no
9602,Flair Airlines,1,9th June 2023,TRUE,,Family Leisure,Economy Class,Vancouver to Edmonton,June 2023,1,2,1,1,1,1,1,no
9603,Flair Airlines,1,7th June 2023,FALSE,,Solo Leisure,Economy Class,Victoria to Calgary,June 2023,1,4,3,1,3,,1,no
9604,Flair Airlines,1,4th June 2023,FALSE,,Family Leisure,Economy Class,Vancouver to Montreal,June 2023,1,1,1,1,1,1,1,no
9605,Flair Airlines,1,3rd June 2023,TRUE,,Family Leisure,Economy Class,Abbotsford to Toronto,June 2023,1,1,,1,,,1,no
9606,Flair Airlines,5,2nd June 2023,TRUE,Boeing 737-800,Solo Leisure,Economy Class,Edmonton to Toronto,May 2023,2,2,,3,,,5,yes
9607,Flair Airlines,1,1st June 2023,FALSE,,Couple Leisure,Economy Class,Calgary to Montreal,May 2023,1,1,1,1,,1,1,no
9608,Flair Airlines,1,30th May 2023,TRUE,,Family Leisure,Economy Class,Ottawa to Vancouver,May 2023,1,1,,1,,,2,no
9609,Flair Airlines,1,29th May 2023,FALSE,,Solo Leisure,Economy Class,Saskatoon to Toronto,June 2022,1,2,,1,1,,2,no
9610,Flair Airlines,2,29th May 2023,FALSE,Boeing 737 Max,Solo Leisure,Economy Class,Calgary to Kelowna,May 2023,1,2,,5,,,5,yes
9611,Flair Airlines,1,28th May 2023,TRUE,,Couple Leisure,Economy Class,Calgary to Saskatoon,May 2023,1,1,1,1,1,1,1,no
9612,Flair Airlines,9,27th May 2023,TRUE,Boeing 737,Family Leisure,Economy Class,Edmonton to Toronto,May 2023,4,5,4,5,,,5,yes
9613,Flair Airlines,1,26th May 2023,FALSE,Boeing 737,Solo Leisure,Economy Class,Montreal to Halifax,May 2023,1,1,1,1,1,1,1,no
9614,Flair Airlines,3,24th May 2023,TRUE,,Family Leisure,Economy Class,Winnipeg to Vancouver,May 2023,1,1,1,1,1,1,1,no
9615,Flair Airlines,1,24th May 2023,TRUE,,Family Leisure,Economy Class,Montreal to Vancouver,May 2023,4,4,2,5,,,5,yes
9616,Flair Airlines,1,23rd May 2023,FALSE,,Family Leisure,Economy Class,Edmonton to Vancouver,May 2023,1,1,,1,,,1,no
9617,Flair Airlines,1,20th May 2023,TRUE,,Family Leisure,Economy Class,Calgary to Abbotsford,May 2023,,,,1,,,1,no
9618,Flair Airlines,1,16th May 2023,FALSE,,Solo Leisure,Economy Class,Saskatoon to Calgary,May 2023,,,,,,,1,no
9619,Flair Airlines,3,16th May 2023,FALSE,,Couple Leisure,Economy Class,Edmonton to Kelowna,May 2023,3,3,,1,,,3,no
9620,Flair Airlines,1,16th May 2023,TRUE,,Family Leisure,Economy Class,Toronto to Winnipeg,May 2023,1,1,1,1,1,1,1,no
9621,Flair Airlines,1,15th May 2023,TRUE,Unknown,Solo Leisure,Economy Class,Montreal to Toronto,March 2023,1,1,,1,,,1,no
9622,Flair Airlines,1,14th May 2023,FALSE,,Family Leisure,Economy Class,Vancouver to Toronto,May 2023,1,1,,1,,,1,no
9623,Flair Airlines,2,14th May 2023,FALSE,,Couple Leisure,Economy Class,Toronto to Cancun,February 2023,3,2,1,1,1,,1,no
9624,Flair Airlines,1,13th May 2023,TRUE,,Couple Leisure,Economy Class,Vancouver to Las Vegas,December 2022,,,,,,,1,no
9625,Flair Airlines,1,13th May 2023,TRUE,,Family Leisure,Economy Class,Winnipeg to Toronto,May 2023,1,1,,1,,,1,no
9626,Flair Airlines,1,11th May 2023,FALSE,,Family Leisure,Economy Class,,May 2023,1,1,,1,,,1,no
9627,Flair Airlines,2,9th May 2023,TRUE,,Solo Leisure,Economy Class,Winnipeg to Kitchener,April 2023,4,4,1,1,1,1,1,no
9628,Flair Airlines,1,8th May 2023,FALSE,,Family Leisure,Economy Class,Calgary to Vancouver,May 2023,1,1,,1,,,1,no
9629,Flair Airlines,1,7th May 2023,FALSE,Boeing 737,Family Leisure,Economy Class,Calgary to Toronto,May 2023,1,,,1,,,2,no
9630,Flair Airlines,1,7th May 2023,FALSE,Boeing 737,Solo Leisure,Economy Class,Calgary to Victoria,May 2023,2,2,,1,,,1,no
9631,Flair Airlines,1,7th May 2023,FALSE,,Business,Economy Class,Orlando to Toronto,May 2023,1,1,1,1,1,1,1,no
9632,Flair Airlines,1,6th May 2023,TRUE,737,Solo Leisure,Economy Class,Vancouver to Waterloo,May 2023,1,1,1,1,,,1,no
9633,Flair Airlines,2,4th May 2023,FALSE,,Couple Leisure,Economy Class,Kitchener to Vancouver,May 2023,3,4,,3,,,2,no
9634,Flair Airlines,1,4th May 2023,TRUE,,Family Leisure,Premium Economy,"Vancouver, BC to Calgary, AB",April 2023,1,1,,1,,,1,no
9635,Flair Airlines,1,4th May 2023,TRUE,,Business,Economy Class,Toronto to Edmonton,April 2023,1,1,1,1,1,1,1,no
9636,Flair Airlines,1,3rd May 2023,TRUE,,Business,Economy Class,Toronto to Calgary,April 2023,1,1,,2,,,1,no
9637,Flair Airlines,1,1st May 2023,TRUE,,Couple Leisure,Premium Economy,Toronto to Calgary,May 2023,1,1,1,1,1,1,1,no
9638,Flair Airlines,1,30th April 2023,FALSE,,Solo Leisure,Economy Class,Toronto to Abbotsford,April 2023,1,1,1,1,1,1,1,no
9639,Flair Airlines,1,30th April 2023,TRUE,,Solo Leisure,Economy Class,Fort Lauderdale to Calgary via Ottawa,April 2023,2,1,1,1,1,1,2,no
9640,Flair Airlines,1,30th April 2023,TRUE,,Solo Leisure,Economy Class,Vancouver to Toronto,December 2022,1,1,,1,,,1,no
9641,Flair Airlines,1,28th April 2023,FALSE,,Solo Leisure,Economy Class,Winnipeg to Toronto,April 2023,1,1,1,1,1,1,1,no
9642,Flair Airlines,1,28th April 2023,FALSE,,Solo Leisure,Premium Economy,Waterloo to Fort Lauderdale,April 2023,1,1,1,1,1,1,1,no
9643,Flair Airlines,1,27th April 2023,TRUE,,Solo Leisure,Economy Class,Toronto to Thunder Bay,April 2023,1,1,1,1,1,1,1,no
